,Date.Sampled,Address,HCluster,X1st.Draw,X2nd.Draw,X3rd.Draw,X4th.Draw,X5th.Draw,X6th.Draw,X7th.Draw,X8th.Draw,X9th.Draw,X10th.Draw,X11th.Draw,longitude,latitude
1318,9/7/2019,"6236 N Richmond St, Chicago, IL",5,4.1,5.16,5.62,5.28,5.37,13.4,20.5,17.6,17.6,17.9,21.2,-87.70309547589333,41.995376860393094
1319,6/28/2021,"6281 N Troy St, Chicago, IL",1,4.31,6.15,5.09,4.68,5.02,6.42,7.46,7.82,9.74,9.92,3.14,-87.70794716003432,41.99524033290793
1321,3/26/2016,"6254 S Kedzie Ave, Chicago, IL",2,4.16,4.55,6.76,7.4,7.44,8.42,8.56,10.4,11.0,12.2,2.01,-87.70303059818778,41.779231577096816
1323,9/5/2019,"6227 S Mason Ave, Chicago, IL",3,3.24,3.73,4.65,5.55,5.45,5.68,5.97,6.28,6.34,6.34,17.3,-87.77016966666666,41.77805554166667
1324,12/28/2019,"6286 S Mason Ave, Chicago, IL",2,9.31,13.9,20.0,21.6,23.4,22.1,21.1,19.4,18.4,13.7,3.03,-87.77058607383381,41.7790584
1325,12/13/2021,"6285 S Neenah Ave, Chicago, IL",1,3.98,3.19,2.17,2.52,2.58,2.73,2.34,2.83,2.66,2.39,3.03,-87.7848474520198,41.778386819147805
1326,5/25/2021,"6252 W 63Rd Pl, Chicago, IL",2,11.2,14.5,36.7,28.8,19.4,19.2,21.5,17.6,26.2,37.6,9.21,-87.77730503222826,41.7771029
1327,5/23/2019,"6273 W 64Th St, Chicago, IL",2,13.5,5.93,7.24,6.5,6.14,5.86,13.8,10.4,8.79,8.54,7.54,-87.77797971244986,41.77583933064172
1331,6/5/2018,"6273 W Newport Ave, Chicago, IL",3,7.47,8.2,9.48,10.7,22.0,36.9,40.6,40.2,38.0,38.1,32.6,-87.78318679826626,41.94302830623081
1332,8/11/2018,"6284 W Peterson Ave, Chicago, IL",1,5.82,6.05,6.26,6.14,5.78,5.22,5.1,5.06,6.54,11.9,20.6,-87.78481863636364,41.99023081818182
1334,12/28/2020,"6386 N Hamlin Ave, Chicago, IL",2,3.93,4.69,4.84,4.48,4.21,4.6,4.98,4.89,4.77,5.9,16.0,-87.72386613236377,41.996353368250126
1335,3/28/2022,"6398 N Kirkwood Ave, Chicago, IL",5,5.89,3.24,1.59,1.39,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-87.73996340503714,41.99634085374967
1336,3/4/2017,"6317 N Kirkwood Ave, Chicago, IL",5,2.22,3.57,5.66,5.82,5.3,5.84,13.6,15.4,14.2,13.5,9.07,-87.73946982708748,41.99669165
1337,5/6/2017,"6354 N Kirkwood Ave, Chicago, IL",5,8.32,7.27,7.59,6.67,10.0,11.4,16.1,18.7,18.2,17.3,22.8,-87.73995797187692,41.99693270898537
1338,1/25/2022,"6362 N Kolmar Ave, Chicago, IL",2,28.3,19.3,42.1,47.7,66.6,25.9,22.1,24.0,31.1,29.1,5.38,-87.742167,41.997139
1341,8/3/2021,"6352 N Magnolia Ave, Chicago, IL",2,11.1,11.0,14.1,14.7,16.3,19.8,19.7,17.7,18.4,16.5,6.23,-87.66190047706729,41.99776274557389
1342,11/18/2021,"6356 N Melvina Ave, Chicago, IL",4,4.32,5.22,6.5,6.51,10.7,26.1,26.8,20.3,25.1,26.5,18.4,-87.78298,41.99605475
1343,2/25/2020,"6371 N Neenah Ave, Chicago, IL",2,2.0,2.1,2.58,3.44,3.39,3.25,3.94,6.32,13.7,18.7,17.8,-87.78979645956028,41.996701630447006
1344,12/13/2019,"6399 N Neenah Ave, Chicago, IL",2,4.34,4.73,4.17,3.98,3.76,4.15,7.77,9.33,9.51,8.84,7.71,-87.79001178133679,41.99699333567908
1345,7/8/2017,"6357 N Nokomis Ave, Chicago, IL",2,4.62,4.97,5.0,4.96,5.11,8.61,15.6,13.4,11.7,16.7,9.5,-87.75978959763313,41.9969372028963
1347,1/28/2017,"6372 N Odell Ave, Chicago, IL",5,7.2,6.7,7.9,8.3,9.2,8.3,8.2,8.2,19.0,34.0,5.7,-87.8100705,41.99644275
1349,12/2/2021,"6352 N Oriole Ave, Chicago, IL",2,4.88,5.36,5.84,6.57,7.95,7.75,6.74,8.23,13.9,15.1,14.5,-87.81658010815902,41.99673884435368
1350,2/4/2020,"6363 N Tripp Ave, Chicago, IL",1,8.69,8.69,8.54,9.17,12.2,13.2,13.6,13.5,19.8,28.9,29.7,-87.73509810526315,41.996941842105265
1351,3/9/2022,"6385 S Champlain Ave, Chicago, IL",2,6.84,8.38,8.1,8.01,11.0,12.6,12.1,10.2,15.4,24.2,23.1,-87.60967519713837,41.77972542893725
1353,4/6/2022,"6367 S Kostner Ave, Chicago, IL",2,10.3,13.5,6.87,4.34,4.08,4.01,3.9,3.57,3.16,2.87,2.37,-87.7322050136778,41.77784925
1354,11/5/2021,"6350 S Marshfield Ave, Chicago, IL",2,2.05,4.82,4.98,4.28,7.1,13.7,14.1,13.3,13.9,16.8,3.24,-87.66556662838674,41.77836767170215
1356,2/4/2020,"6352 W Hyacinth St, Chicago, IL",4,6.0,7.5,8.7,10.0,10.0,13.0,13.0,13.0,15.0,16.0,4.5,-87.78584679136557,41.99170105
1357,3/30/2022,"6311 W Warwick Ave, Chicago, IL",2,5.11,8.19,13.0,12.7,14.7,18.4,15.1,13.2,12.8,12.4,6.79,-87.78540156374908,41.948317777100385
1358,1/22/2020,"6418 N Fairfield Ave, Chicago, IL",2,7.14,8.96,11.9,1.9,15.8,13.4,10.8,10.8,12.5,14.0,11.7,-87.6983547448311,41.999032448014944
1359,6/3/2021,"6488 N Fairfield Ave, Chicago, IL",5,4.19,3.2,3.58,3.43,3.56,3.58,0.5,3.6,3.36,3.14,2.13,-87.69857244900014,41.99893380877048
1363,7/30/2018,"6465 N Nordica Ave, Chicago, IL",3,7.1,8.6,10.0,9.6,9.6,10.0,11.0,11.0,11.0,10.0,9.1,-87.80309596116405,41.99818281961908
1364,9/18/2019,"6490 N Oketo Ave, Chicago, IL",2,4.15,5.34,7.13,9.97,9.89,9.22,10.7,14.8,13.7,12.8,11.7,-87.81312195168918,41.998263
1366,11/16/2021,"6412 N Tahoma Ave, Chicago, IL",5,5.42,3.86,5.06,5.58,5.17,4.76,12.4,15.1,11.8,13.5,4.66,-87.76300325459474,41.99891316838656
1367,2/24/2020,"6483 S Keating Ave, Chicago, IL",5,10.8,7.6,8.37,8.87,9.03,9.25,9.41,7.72,7.32,6.18,5.22,-87.74111379233837,41.776304795689875
1368,3/28/2022,"6499 S Langley Ave, Chicago, IL",2,10.0,17.0,15.0,14.0,13.0,12.0,11.0,11.0,5.2,4.3,3.6,-87.60821841638939,41.777742764632876
1369,10/19/2020,"6516 N Spokane Ave, Chicago, IL",2,9.34,6.49,7.48,10.1,18.6,28.1,28.9,29.2,28.9,26.6,30.8,-87.75970785268007,41.999016999999995
1370,3/4/2020,"6596 N Caldwell Ave, Chicago, IL",3,1.85,2.74,3.31,3.48,3.42,9.2,11.3,10.0,12.8,14.7,1.54,-87.76713884306683,41.997415633035025
1371,3/24/2018,"6580 N Fairfield Ave, Chicago, IL",5,1.25,1.75,2.21,2.28,8.98,11.1,8.99,7.3,5.49,2.89,1.23,-87.69880829918915,42.00045415
1372,4/20/2017,"6525 N Hiawatha Ave, Chicago, IL",2,6.92,13.2,11.2,10.0,13.4,15.4,16.4,15.6,12.3,10.8,7.34,-87.7626439,41.9996169
1374,8/16/2018,"6511 N Minnetonka Ave, Chicago, IL",5,8.42,9.23,11.0,13.1,13.9,13.6,13.7,17.9,33.8,38.2,6.46,-87.76759423076923,41.99960946153846
1379,11/5/2021,"6515 N Spokane Ave, Chicago, IL",1,2.52,9.27,18.9,17.9,17.1,14.6,11.7,10.3,8.98,8.34,2.7,-87.75912696168992,41.99944153442367
1380,9/26/2019,"6513 N Washtenaw Ave, Chicago, IL",4,12.4,13.6,15.2,15.1,14.7,12.8,12.7,13.6,21.7,31.4,12.9,-87.69739400681478,42.00066643849418
1381,1/22/2020,"6560 N Waukesha Ave, Chicago, IL",1,3.34,4.6,5.45,5.23,4.97,5.88,7.62,7.0,6.73,9.59,7.34,-87.7687582905549,41.9994035
1382,5/19/2021,"6539 S Claremont Ave, Chicago, IL",1,0.5,0.5,0.5,0.5,0.5,1.16,1.36,1.57,1.43,0.5,0.5,-87.68203193483363,41.77394191789119
1383,8/14/2018,"6584 S DreXel Ave, Chicago, IL",1,5.32,24.8,18.0,19.0,19.3,20.9,21.3,19.5,19.6,17.8,11.8,-87.60349531681658,41.77549274587537
1384,11/15/2021,"6564 S Kilpatrick Ave, Chicago, IL",3,3.39,3.89,3.69,3.45,3.55,3.9,5.01,8.23,7.85,6.68,3.94,-87.7395974845154,41.77373332551013
1385,6/4/2019,"6589 W 60Th St, Chicago, IL",2,2.84,2.91,2.68,2.97,2.94,3.11,3.52,6.45,11.4,15.1,2.0,-87.78566952619592,41.783026299348634
1386,4/5/2022,"6580 W Clarence Ave, Chicago, IL",3,4.35,5.8,5.29,5.52,4.92,5.17,4.36,4.19,3.97,3.75,2.85,-87.79059086645876,41.994532152042524
1387,9/9/2019,"6542 W Foster Ave, Chicago, IL",4,9.45,12.4,15.9,27.2,36.4,32.3,27.4,22.0,23.3,23.1,9.02,-87.79219990692584,41.97569931481879
1389,7/15/2017,"6628 N Ashland Ave, Chicago, IL",2,4.32,3.5,8.36,5.16,5.18,6.96,10.1,15.0,13.9,15.5,16.2,-87.67080049358157,42.00250440000001
1390,10/14/2017,"6654 N Ashland Ave, Chicago, IL",5,4.5,4.9,4.92,5.68,5.43,5.74,5.71,6.68,12.8,14.4,16.8,-87.670402,42.002519
1391,3/17/2017,"6641 N Bosworth Ave, Chicago, IL",4,5.08,6.14,4.98,5.06,4.66,4.98,5.09,5.43,5.36,5.21,20.5,-87.66920611675677,42.00306057438172
1392,8/1/2018,"6685 N Bosworth Ave, Chicago, IL",3,32.0,24.8,19.1,14.3,11.5,13.3,14.8,12.6,11.4,10.9,9.86,-87.66958730561892,42.0025371
1393,3/4/2020,"6678 N Lehigh Ave, Chicago, IL",1,8.3,6.6,11.0,21.0,57.0,78.0,86.0,100.0,100.0,73.0,67.0,-87.76798720901947,42.00185919572581
1395,9/28/2021,"6625 N Maplewood Ave, Chicago, IL",1,3.62,3.46,3.85,6.85,5.9,6.05,5.82,5.46,6.0,8.58,13.1,-87.69356620164,42.002810265873045
1397,10/28/2016,"6650 N Onarga Ave, Chicago, IL",5,3.48,4.09,4.06,5.23,5.56,4.93,4.61,4.68,4.72,4.4,4.18,-87.81048551748644,42.00098163561677
1398,6/3/2021,"6653 N Washtenaw Ave, Chicago, IL",3,10.6,15.4,10.9,8.16,9.29,11.1,15.6,18.6,17.4,16.2,6.74,-87.69744044757816,42.00255006112956
1400,5/17/2021,"6622 S Laflin St, Chicago, IL",2,8.96,7.45,6.81,6.48,6.42,6.7,11.6,17.9,16.4,15.5,14.6,-87.66170862516965,41.77282871449738
1401,6/22/2021,"6658 S Maryland Ave, Chicago, IL",3,5.84,5.41,10.0,6.72,18.0,24.1,16.0,12.9,10.3,8.1,2.78,-87.604669,41.773273
1402,8/26/2019,"6619 S Rockwell St, Chicago, IL",5,9.75,6.49,5.63,5.5,5.5,5.49,5.35,5.533,5.86,6.43,3.22,-87.68864250326496,41.772869549999996
1403,12/12/2019,"6614 W Foster Ave, Chicago, IL",3,2.99,3.74,3.74,4.16,4.31,4.48,4.81,5.09,5.31,4.45,5.65,-87.79475645331601,41.975785599999995
1406,10/7/2019,"6731 N Jean Ave, Chicago, IL",1,7.55,7.01,7.6,9.6,10.0,9.34,15.8,24.1,20.2,21.1,16.4,-87.77498448297547,42.0043232
1407,9/19/2018,"6755 N Lightfoot Ave, Chicago, IL",5,2.06,3.24,2.98,4.21,6.68,4.59,6.9,4.05,2.92,2.59,1.54,-87.77382922139216,42.00385474835718
1408,3/4/2017,"6772 N Loleta Ave, Chicago, IL",5,11.0,13.4,12.4,12.0,10.7,11.0,12.5,27.6,37.3,34.9,25.4,-87.77174905494083,42.00322632689621
1409,8/20/2021,"6798 N Newgard Ave, Chicago, IL",2,1.42,1.5,2.27,3.3,3.16,2.27,1.78,1.38,1.18,1.27,1.43,-87.66706564,42.00519908
1411,10/18/2021,"6751 N Whipple St, Chicago, IL",1,1.87,1.33,1.55,2.23,2.01,1.5,1.24,1.49,1.85,2.4,2.31,-87.70568420281565,42.0036063144029
1416,6/1/2019,"6781 W 56Th St, Chicago, IL",5,4.88,4.54,5.11,6.0,6.07,7.69,9.27,15.1,19.3,20.9,9.14,-87.79117295889621,41.79027316850009
1417,9/30/2020,"6808 S Marshfield Ave, Chicago, IL",4,4.46,5.16,6.76,6.39,5.28,5.62,7.68,8.2,8.35,7.89,5.57,-87.66544070312528,41.7699639
1418,9/9/2019,"6895 N Loleta Ave, Chicago, IL",2,3.97,4.5,4.63,4.81,4.73,7.25,14.0,24.2,26.1,20.2,2.72,-87.76993919534623,42.00504880465377
1420,3/1/2022,"6849 N Olcott Ave, Chicago, IL",2,6.51,5.89,6.95,10.6,11.0,10.2,11.8,10.8,13.3,17.0,21.7,-87.81358105925248,42.005832711944684
1423,5/25/2018,"6891 N Waukesha Ave, Chicago, IL",5,8.6,10.0,11.0,11.0,14.0,13.0,13.0,12.0,13.0,10.0,9.0,-87.76502634705928,42.00698703779667
1425,8/27/2019,"6888 N Wildwood Ave, Chicago, IL",5,7.82,9.04,13.3,16.2,17.1,18.0,17.3,17.7,21.7,23.2,3.6,-87.77709207973969,42.004793201676726
1428,6/18/2016,"6834 S Constance Ave, Chicago, IL",1,7.52,8.99,14.9,25.5,22.5,21.4,19.8,7.2,15.4,12.1,10.1,-87.58020576689718,41.77033629951693
1429,8/20/2016,"6845 S Constance Ave, Chicago, IL",2,2.03,2.17,5.83,4.56,3.48,4.4,4.86,5.0,7.07,10.6,10.7,-87.58021811472962,41.77078658380689
1430,5/18/2021,"6844 S Harper Ave, Chicago, IL",2,2.95,2.74,2.9,3.18,5.34,5.69,6.89,6.44,9.89,12.5,21.0,-87.58810576923076,41.770013538461534
1431,10/20/2021,"6811 W Higgins Ave, Chicago, IL",2,3.44,4.67,6.7,7.57,7.7,18.1,21.1,18.2,18.6,19.5,3.41,-87.79894141397331,41.97921105
1433,10/29/2016,"6936 N Central Ave, Chicago, IL",2,6.55,4.11,3.41,3.14,3.09,3.05,3.26,3.38,3.66,3.76,3.23,-87.76182449737026,42.00707136435256
1434,10/1/2019,"6995 N Chicora Ave, Chicago, IL",3,7.86,8.48,8.62,8.7,9.52,9.4,10.0,10.3,11.0,11.2,9.25,-87.76583303082097,42.007669259456165
1436,1/29/2020,"6954 N Oriole Ave, Chicago, IL",2,6.02,6.02,6.0,7.5,7.34,7.61,7.5,7.66,7.37,7.06,6.22,-87.8167300876159,42.0067909
1438,1/14/2020,"6956 S Karlov Ave, Chicago, IL",2,3.23,5.01,6.61,10.1,11.9,10.5,10.2,9.84,9.46,10.0,9.76,-87.72476780000001,41.76610232
1439,8/9/2021,"6988 W Hobart Ave, Chicago, IL",2,4.45,4.66,4.52,5.04,4.84,4.77,5.78,10.3,16.2,17.8,5.0,-87.80276754799053,41.98502583705221
1440,3/1/2022,"6919 W Hobart Ave, Chicago, IL",1,2.48,3.02,6.25,16.3,17.1,16.9,19.0,7.62,3.22,2.16,1.68,-87.8023943963458,41.98465679813621
1442,9/27/2021,"622 E 33Rd Pl, Chicago, IL",1,3.57,4.72,7.39,7.86,6.1,8.71,7.74,7.97,6.3,6.35,7.98,-87.610553,41.834357
1445,6/21/2021,"615 N Pine St, Chicago, IL",2,11.8,13.6,13.0,15.6,20.5,12.0,6.05,4.22,3.96,3.39,1.99,-88.1961933,41.8882756
1446,6/11/2021,"648 N Sawyer Ave, Chicago, IL",2,6.59,8.8,7.53,7.26,6.7,6.15,7.22,11.8,14.5,15.0,22.4,-87.70778750980843,41.89226346381354
1447,11/7/2019,"679 W 129Th Pl, Chicago, IL",1,7.02,10.6,10.5,15.6,21.8,20.3,16.7,13.7,11.0,7.47,1.68,-87.63824505161826,41.65824612170027
1449,3/6/2020,"623 W Deming Pl, Chicago, IL",1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-87.64485387547172,41.92804081824548
1451,7/27/2021,"7037 N Greenview Ave, Chicago, IL",4,4.57,1.5,1.11,1.3,1.32,3.95,7.98,14.6,15.9,10.0,1.35,-87.66815956476103,42.01054565
1454,8/4/2018,"7082 N Mcalpin Ave, Chicago, IL",2,4.6,5.97,5.61,6.97,8.8,8.72,8.5,7.77,6.97,7.19,7.64,-87.779892,42.009226
1455,8/22/2019,"7022 N Tahoma Ave, Chicago, IL",4,15.5,10.8,13.0,10.9,11.1,11.8,15.9,20.9,28.0,27.5,23.6,-87.78172627896899,42.00999668472866
1461,9/16/2019,"7118 S Dobson Ave, Chicago, IL",1,9.08,6.95,6.26,9.31,7.92,8.55,9.14,10.4,15.0,15.3,14.0,-87.59956790513301,41.76494114353404
1462,5/24/2021,"7128 S Hermitage Ave, Chicago, IL",3,2.66,3.08,3.77,3.97,4.14,4.73,4.64,4.57,4.75,4.84,11.6,-87.66716577427965,41.76326345
1463,5/22/2018,"7162 W 64Th Pl, Chicago, IL",1,9.61,12.0,20.2,24.5,26.5,25.0,25.1,22.0,22.7,22.7,18.7,-87.79892385282194,41.77458804184336
1464,11/29/2021,"7272 N Damen Ave, Chicago, IL",2,9.17,9.52,16.3,24.7,26.7,26.4,25.2,24.8,24.9,23.5,20.0,-87.68037898381309,42.01381323898604
1467,12/7/2021,"7248 N Oriole Ave, Chicago, IL",1,4.18,13.8,7.24,11.5,18.6,19.4,15.6,13.9,9.69,5.24,1.74,-87.81648175528046,42.01306261106317
1468,6/9/2021,"7275 S Calumet Ave, Chicago, IL",5,3.69,4.84,4.92,4.9,5.53,6.0,5.53,6.64,6.49,6.8,17.8,-87.61668268205311,41.76228273854894
1469,1/15/2020,"7284 S Cornell Ave, Chicago, IL",2,5.62,5.93,8.66,10.5,9.48,12.0,10.3,16.7,20.6,20.2,15.5,-87.58493773211922,41.7627703
1471,2/15/2020,"7244 S Hermitage Ave, Chicago, IL",2,13.5,2.92,3.03,6.49,7.87,8.11,7.48,6.44,5.89,4.94,2.68,-87.66763667428023,41.7618998
1472,9/9/2019,"7247 S Talman Ave, Chicago, IL",2,3.05,4.08,4.43,4.32,4.57,9.22,12.4,14.3,13.4,12.5,10.0,-87.68916037922239,41.76136627278323
1473,3/18/2022,"7221 W Bryn Mawr Ave, Chicago, IL",1,5.5,5.4,11.0,6.0,4.8,17.0,12.0,7.7,6.4,5.7,5.6,-87.80796750228821,41.9828156413309
1474,2/2/2022,"7217 W Lunt Ave, Chicago, IL",2,1.32,2.21,3.37,3.62,3.53,3.02,2.84,3.01,2.91,2.81,3.12,-87.80864312346765,42.00825415
1475,9/18/2019,"7289 W Myrtle Ave, Chicago, IL",5,6.51,7.82,5.52,10.4,20.6,17.4,18.1,17.8,15.9,6.39,4.62,-87.80921636953191,41.993468968189326
1480,10/28/2021,"7350 N Meade Ave, Chicago, IL",1,2.18,2.68,2.53,2.33,5.76,11.5,12.6,11.4,4.49,2.01,1.56,-87.7784884357272,42.01428100435213
1482,12/31/2019,"7330 N Olcott Ave, Chicago, IL",5,4.06,3.86,4.16,4.45,5.41,6.03,5.77,6.53,7.15,14.7,6.09,-87.814037672412,42.01384997260947
1483,11/17/2021,"7333 N Osceola Ave, Chicago, IL",2,1.49,2.02,3.54,5.12,5.78,5.82,6.19,7.73,8.27,8.09,1.62,-87.8124304516623,42.01380505
1485,8/5/2021,"7311 N Ottawa Ave, Chicago, IL",1,1.26,1.95,2.11,1.82,1.64,1.7,1.75,1.72,1.79,1.95,3.28,-87.81769306117287,42.014145985341884
1486,5/25/2021,"7389 S Artesian Ave, Chicago, IL",3,8.4,8.76,9.5,12.3,12.8,10.6,10.1,9.59,12.7,18.1,9.41,-87.68445284156597,41.76016685928332
1487,10/21/2021,"7344 S Eberhart Ave, Chicago, IL",2,5.8,7.8,7.31,5.91,8.33,7.64,7.47,7.58,6.93,6.86,1.79,-87.61262367353648,41.76111150089774
1488,12/1/2021,"7340 S Indiana Ave, Chicago, IL",5,7.98,8.26,11.0,11.7,10.8,11.3,11.6,10.3,10.2,10.9,7.95,-87.62008234595068,41.76052247026045
1489,6/15/2021,"7325 S Marshfield Ave, Chicago, IL",1,2.7,4.0,4.6,11.0,16.0,12.0,12.0,11.0,8.3,6.5,2.1,-87.66502164842387,41.76026884534346
1490,3/8/2022,"7352 W Ibsen St, Chicago, IL",1,7.0,6.4,6.6,6.7,9.5,11.0,12.0,13.0,15.0,15.0,15.0,-87.8105585897963,42.00627246259172
1492,7/12/2021,"7471 N Claremont Ave, Chicago, IL",1,2.54,2.64,2.85,4.03,5.56,6.94,8.3,9.82,11.5,13.71,13.0,-87.68874380811567,42.01711651716379
1495,12/14/2021,"7426 N Oketo Ave, Chicago, IL",5,8.36,8.14,8.5,8.86,9.39,9.01,8.86,9.1,11.2,17.5,27.4,-87.81177956361651,42.0165645
1496,3/1/2022,"7474 N Oriole Ave, Chicago, IL",5,17.0,18.0,17.0,20.0,19.0,18.0,17.0,15.0,15.0,16.0,17.0,-87.81623374944124,42.01628505567344
1497,10/18/2019,"7468 N Ottawa Ave, Chicago, IL",2,4.4,5.46,5.8,5.84,8.14,18.4,22.1,23.6,20.1,27.4,33.7,-87.81767414564881,42.01651856122578
1498,8/26/2019,"7466 N Paulina St, Chicago, IL",5,1.43,2.31,5.24,4.38,3.57,5.71,6.27,8.02,13.9,15.0,8.9,-87.67241525675675,42.01717806756757
1499,10/2/2019,"7470 N Rockwell St, Chicago, IL",2,6.8,12.0,11.0,8.7,9.2,11.0,11.0,10.0,9.1,8.3,7.7,-87.69522013107009,42.016356650000006
1500,9/28/2016,"7474 S Claremont Ave, Chicago, IL",1,16.8,11.0,10.4,10.2,9.95,10.2,11.2,18.9,31.0,34.8,28.4,-87.681852,41.757941
1501,1/30/2020,"7436 S Maplewood Ave, Chicago, IL",2,20.5,27.1,29.4,37.5,40.4,42.5,43.8,44.6,41.8,40.7,17.1,-87.68648852598878,41.7587943
1503,3/4/2022,"7437 W Palatine Ave, Chicago, IL",1,4.3,8.73,12.2,12.5,15.4,18.9,18.8,17.3,14.0,12.4,6.62,-87.81238075062015,41.9952058
1509,10/26/2020,"7577 S Cregier Ave, Chicago, IL",3,5.44,6.23,6.74,7.14,10.9,6.9,18.2,17.9,16.2,13.7,5.71,-87.58072727429149,41.75747785
1510,12/6/2021,"7523 S Paulina St, Chicago, IL",2,4.33,6.12,10.5,11.5,12.5,13.9,15.0,15.5,15.4,15.5,15.6,-87.66613062492365,41.75637406437741
1511,3/11/2020,"7552 S Saint Louis Ave, Chicago, IL",4,8.0,7.9,9.4,10.0,11.0,11.0,11.0,14.0,16.0,18.0,23.0,-87.70978311111111,41.75554322222222
1512,10/18/2021,"7580 S Winchester Ave, Chicago, IL",3,7.33,7.5,7.33,8.44,9.55,8.89,9.74,13.3,16.7,15.4,9.73,-87.67197460529314,41.75607670102538
1513,2/10/2022,"7594 W Howard St, Chicago, IL",3,21.9,17.4,12.0,8.81,7.29,6.81,8.2,7.43,9.24,8.06,9.13,-87.81539733362501,42.018685766433165
1514,5/19/2021,"7667 S ColfaX Ave, Chicago, IL",3,6.57,7.08,7.24,7.26,7.64,7.71,8.58,9.66,21.1,27.5,10.0,-87.56112080949032,41.7558774
1516,10/15/2019,"7619 S Hermitage Ave, Chicago, IL",3,0.5,0.5,2.85,5.71,9.02,10.6,10.8,10.5,9.74,9.9,9.35,-87.66729290078207,41.754425130501005
1517,1/30/2020,"7696 S Honore St, Chicago, IL",2,11.6,13.5,13.8,13.6,12.1,12.2,13.9,23.5,28.6,27.2,25.0,-87.66972263532708,41.754523525905896
1518,10/1/2019,"7652 S Hoyne Ave, Chicago, IL",2,4.66,4.91,5.17,5.87,6.04,6.0,6.02,5.59,7.07,20.7,19.4,-87.67579576676653,41.75457544284755
1519,11/19/2019,"7674 S Maplewood, Chicago, IL",3,23.0,14.0,11.0,15.0,17.0,19.0,19.0,23.0,25.0,18.0,12.0,-87.6953339,41.9283654
1521,5/18/2021,"7647 S Maryland Ave, Chicago, IL",2,11.0,9.0,8.4,6.8,6.1,12.0,14.0,14.0,14.0,13.0,13.0,-87.6039658256804,41.755818865419165
1522,6/21/2016,"7668 S Merrill Ave, Chicago, IL",1,5.21,6.37,7.15,6.58,6.24,6.22,12.8,21.5,21.3,19.8,25.8,-87.572723073454,41.7565579
1524,2/3/2020,"7793 S Bishop St, Chicago, IL",5,0.579,0.664,0.728,0.735,0.661,0.716,0.719,0.804,0.741,0.613,0.455,-87.66038247354005,41.75330569770326
1526,3/28/2022,"7788 S Hoyne Ave, Chicago, IL",4,59.4,53.4,33.1,26.6,31.8,33.3,32.5,30.1,27.9,24.3,4.7,-87.67574075157414,41.75252343224638
1527,1/25/2022,"7728 S Throop St, Chicago, IL",2,4.66,6.77,6.9,6.93,6.97,8.01,7.14,4.21,6.55,5.61,2.19,-87.65567537436732,41.75274665
1528,10/8/2021,"7721 S Tripp Ave, Chicago, IL",2,2.78,3.95,4.92,5.85,4.03,4.29,9.78,11.0,10.9,8.96,8.06,-87.72753766326596,41.7519040561116
1529,10/1/2019,"7757 W Berwyn Ave, Chicago, IL",2,3.41,4.0,4.67,4.39,5.06,5.26,9.59,14.3,14.6,14.5,3.7,-87.82119657289263,41.97607478312152
1531,12/17/2019,"7789 W Hood Ave, Chicago, IL",2,4.7,6.2,9.6,9.9,10.0,10.0,10.0,10.0,9.6,8.8,4.3,-87.82106670588236,41.99110011764706
1532,12/3/2021,"7748 W Victoria St, Chicago, IL",2,5.56,5.59,4.74,5.03,4.9,10.4,14.9,14.1,12.8,13.1,3.35,-87.82134160077592,41.98525208599413
1533,5/25/2021,"7889 S Bishop St, Chicago, IL",2,2.44,2.29,2.28,2.22,2.24,2.73,2.74,2.65,2.29,2.15,1.01,-87.66034227681361,41.75158566360774
1534,9/26/2019,"7829 S Carpenter St, Chicago, IL",2,8.95,11.2,13.9,15.9,16.9,18.8,19.2,18.8,17.9,16.6,5.95,-87.649996,41.750676
1535,3/29/2017,"7888 S Eggleston Ave, Chicago, IL",2,4.19,4.82,5.37,5.4,5.28,5.29,7.53,6.51,6.44,7.31,2.46,-87.63544471428571,41.75208542857143
1536,3/26/2016,"7857 S Jeffery Blvd, Chicago, IL",2,31.0,37.1,54.4,54.6,51.2,51.2,50.3,40.8,37.6,32.6,24.1,-87.57609751851852,41.75181614814815
1538,2/23/2022,"7836 S Yates Blvd, Chicago, IL",2,15.1,0.5,0.5,1.31,1.23,2.27,1.32,1.41,0.5,0.5,1.14,-87.56637182872323,41.75325414892923
1539,2/15/2022,"7873 W Summerdale Ave, Chicago, IL",2,6.24,5.16,11.6,14.2,10.2,7.37,6.64,7.23,7.12,6.46,2.03,-87.8231351557892,41.97693261933015
1540,10/2/2020,"7915 S Albany Ave, Chicago, IL",2,28.5,10.1,4.3,4.34,5.72,7.61,5.36,5.54,6.21,7.45,2.67,-87.69966214464432,41.7492352
1542,9/7/2021,"7941 S Campbell Ave, Chicago, IL",3,7.87,11.4,8.54,7.42,8.88,14.5,16.9,16.1,15.8,13.8,12.2,-87.68536219965127,41.74852258326074
1544,12/13/2021,"7915 S Constance Ave, Chicago, IL",1,5.95,6.37,7.03,7.23,7.58,7.2,7.15,7.23,7.04,6.92,15.1,-87.57992504873306,41.75079444968175
1545,2/6/2020,"7977 S Evans Ave, Chicago, IL",2,6.13,9.7,20.5,20.9,20.6,24.0,18.8,18.6,17.0,17.0,7.0,-87.60630566710539,41.750059538619894
